               0       1       2       3       4       5       6       7       8       9      10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      93      94      95      96      97      98      99     100     101     102     103     104     105     106     107     108     109     110     111     112     113     114     115     116     117     118     119     120     121     122     123     124     125     126     127
      32       0     -16      73     -31      -4      63      -1     -26      17      -9       9      -6       4      22      -1       2      27     -31     -27      18     -33      72     -32     -76      84     -15      -2      30     -65     -14     -34      41      63       0     -32       1     -59      18       4      13     -11      -7     -32      16      -4      12     -13     -10      56     -54      23     -30     -34      32      27     -20     -19      11     -12       1      -8      19       8      19      -4      -3      -2      -7      30     -41      -9       0       0      32      -8      15     -11       9      -3     -19      20      -5       0      -7     -22      10     -10       5      12     -14       9      -3     -12       8       4       0      -2       5      -2       0      -9     -22       5       6       8      13      -6       8       1     -11       9     -14       0      14     -15       2       2       0       6      -7       2       6       0       0      -6      -3      -1       2
      33      23     -16     -18     -14      20     -46      15      14     -22      -2      38     -57      29      50     -42      -7      32     -68      64     -33      64      -3     -66      39      79     -14     -53     -53      29      27       8      21      25    -102      32       1     -52      82     -45      -7      -6      48       2      23     -44     -14     -36      22      -8     -11      40      11      -6      -1       7     -10       2      25       8       2       8     -15     -27      27     -19      30       6     -12     -13      14       9      -7      44       1     -16      -2     -31      -5       3       3       2       3      10      -1      16       5      -4      -4     -28       5       8      21      15     -23     -12      -2      -5       7       9       3      20       3      -9      -3     -15       2       8      -3       0       5     -10       2       6       2      15      -3     -11       5      -3       3      -4     -13      13       1       0      10      -9       6
      34       9      -2       1      -1      -4      30     -20      19     -24      10     -13       1       4     -29     -28      20     -16      13      33     -62      26     -19     -54      30      20     -76      48       0      36      -7      -7     -20     -26     -52      67      11      42     -23      -3       2     -22      25     -41       0       0      46      -8      -2       1     -20      32     -20      -5      -2      -5      12      -2     -28       2      13      16      -8      26      -8     -11      -9     -17      28      -5      23       6     -11     -22     -28      -5      27      11      11      -8      15      -6      -3       8     -29      -2      -4       0      12      10       7     -14      -9      -4       6      11      13       5      -8      -8      -8     -12      10      11      -3      11     -10      -9       7      -1       8      11       2      -9     -20      -4       5       9       1       3       0      -3       4     -11      -2       4      -2       9       2
      35     -18      -4      40     -35       0      13       0     -23      12      22      -7     -14      11     -44      29      25     -23       1      20     -29      32       7      -1      34     -75      38     -19       2      61     -53     -25       6      -4      36      37     -21     -25     -44      29      18     -48      21       7      15      -2      19     -44      12      33      -4     -46      14      10      -7      21      17     -10      27     -15     -13       9      -1       4      -4      31      -3       8       4     -35     -15       6      29       1       4       8     -12       4      -6       1      11     -18     -13      -5      15       9       1       0       1       6       7     -28     -12       3       7       7      -1      -7       5      -5     -14       3       0       8      11       0       2      -4     -10     -13     -11       2      17       7       2      -2     -12       1      -3      -2      15       4      -1      -5      -1       4      -8      -2     -10
      36      47      -5     -20      -3      17     -23       1      -2      43     -24      -8       3       0      38      24     -79      46      31     -38      -2      41     -64      55      -2       3      30      24     -83       8     -21      21      28      61      -3     -63     -42      29     -14      97     -19     -26      42     -32       5     -12      17       9     -10      -3     -23      16      25      20      -3     -26      -4      -8      33      16      -1     -18       0      -1     -19      14     -12      15       3       5      13     -29       0      -4      32     -20      -2      -8     -21       7       7      13       5      -8     -15      -8      10       7       4     -10     -12       3       5       5       7      -6      -3       1       4      -1      19      -3      -1       3     -15       4      -7      -6      14       2      18       2      -6       0      -6      -3       0       3       1       1       0      -3      -1      -7       3       0       2      17       1
      37      28       8     -37      -4      34       0     -13       3     -21       9     -34      22      -1     -13      24     -13      -5     -22      -5      30     -48      13       9     -34      -4      12     -56      19      35     -15      23     -42       9     -10     -13      28      54     -35     -17      -8      21      -7       5      26     -36      14     -11     -11      32      10      -4     -16     -14      -2      19      12     -10      -3     -38      10      -1      20      22     -16       4     -16       3     -39      35       4       5       7     -33       8     -12       0      18       4       0     -17       1       0       9      26     -12      -4     -17     -10       0      20      19       5      -6     -22      -8       5      15       0      -4       1     -13      -3      -3       4       8      12       3     -11      -4     -12     -12       4      -7       9      18     -10       2      -1      -7       8      -2       4       9     -12       0      -1      -9       6
      38       3     -12       9      21      21     -12      16     -26       1       7      47      -6      13     -17     -19      18      30     -35      84     -17     -41      24      54     -71      32     -17       9      16      23      -6      -5       6      13     -43      14       7      39      -9     -32       0      33     -40       7      36     -27       8       0      -8      14      24     -17     -37      24     -18      -2      23     -16       1      22      16     -11      -7     -41      28      27     -13      -2     -18     -12     -13      18      13       1      10     -26      -6       1      15      17     -18      -4     -18      -5       0     -11       8      19       3      -3      -6     -20       5       5      11       2       3     -12     -21       4       4      19      16     -11       0     -13     -12       4       4      14      18       2      -9      -4       5      -2       7      -8      -4       8     -16      -1       3      -3      17       4      -5       0      -7
      39     -16      32     -25     -39       0     -18      15       0     -47      34       0     -25     -27      18      35     -29     -26      19     -21     -16      10      46     -48      -9       6      -4      75     -16     -58     -16      17     -41      50       0      12     -25      10     -32      21      25     -13     -40      41      -6       9      -8      14      12     -51       0       2       6      57      -3     -31      -2      29       5     -13      -3     -27       7      25     -20     -28     -16      28      17      35     -18     -17     -21     -24      -1      18      30       0     -25     -22      -4       0      23       0       7       1       0      -8      -1      17     -15       3      -7      -4      20       1      -6      -5       7       3      -7       4      -6       0      14     -18       6       1      -3       7     -17       7      -2       0      -3     -15      10       4       4       3       3       3      -9      -4     -12       1      11      -8       4
      40      19      13      27     -10     -11      22       7     -19      17      -6      33     -25      18      26       2     -15     -18      49      -1     -38      11     -10      29      24      -3     -11     -33     -29       4      65      11      12     -33     -12      -4       2      24       0     -11     -35      -1      42      26     -38     -30     -25      31      28     -29       0      16     -22      -6     -16      27     -11       0     -34     -39      23       2      34       3      -4     -22      14      -4     -22     -14       9      -5      10      23     -26      21     -27      -5       2      27       5      18     -14     -39      22      -2       1       1      -4     -15       0      27       2      -6      -3     -15       6      10       6      -2     -15      -3      -4       8       1      -2      11      -5       9     -11      -4       2       1      15      -4      -5       5      -9       6      -5      -4       5      -3       5       6      -3       4       0       1
      41       0     -15     -17       9      19      -1      -5     -30      47      -1     -14       0     -20     -14      -5       0      51     -22     -36      20      10     -15      12     -33     -14      14      39     -39      32     -20     -15     -46      18      27      13     -18     -36       0      27      -4      47       8     -74     -14      38       6       1      11     -27      43       2     -14     -22      11      24     -43      30      -8      45      13     -13     -49     -10      12       9      -5     -11       1     -12      30      -6       2     -16       8       6      -3      25     -22     -16      -9      -3      17      14       2      -5      -3      -6      11      18      -1      10     -13      -3      -5       2       5     -11       6       2      12      -1       1       2      -9      13      -5      -9      -2       2       4       0      -3      -7       3      13       2       0     -11      -8       5       2      10       8     -10      -6      -6       0       8
      42      18     -10     -22      18     -16       9     -36      26      -5     -25      -4      22      -1       0       0      26     -44      10      17      20     -11     -18       5     -11      13       0      -2      38     -24      -4      25     -38     -14      19      13     -19      38      -6     -18     -39      18     -50      12      43      12       4     -34     -39      18     -10     -13      30      -4      19     -18     -18      11       3     -24      -6      11     -18       9       9       7      -9      22       6     -14      -1     -25       9      19       2      -2     -29      12      -3      29       1     -16      14      10      -8     -11      10     -13       7       7     -15     -12      12       4      -5      21     -10       0       3     -13       7       0      -1     -13      -5       8       3      12       6      -2       1     -16      -6      -4       9      14      -3      -4      -6       1       5      -9       7      -6       3       6      -8       5      -6
      43       9      -3       9      -2     -25       0      25      -1      -2     -14      35      -6     -28       9      23      15      -5     -40      18       3     -24      46     -11      16       8      -9       0     -11     -13      14       0      21       0       0       2      16     -34      12     -17      20      40     -20      14      -3     -27      -8     -11      35      28     -18     -20      17     -21       0       2       7      16     -10       7     -52      35      31     -13      -1     -14      -6       0      23      -8       8      -1       2      -6       6       1      22      10     -11       2     -16       9      13      -4      -9      12      -4       9       1      -1      12       3       0      -3      -9      -6      -6       8       4       2       0      -7       2      -6       3       8     -11      10     -10      -2       0       0      16       3      -4      -9     -12       6      10       7       0      -5      -3       0      10       3      -1       0     -12
      44     -26       4      12     -31      17      11       0     -26      -2      15       6     -40      21       2     -20       0       2      18       5     -30      13     -20       3      25     -10     -41      19     -19      17      19     -33      -3      42     -13      -5     -39      -5      15      30       2     -26      13      -4     -35       8       9     -14      40     -22     -35      36      24     -50      29     -16      22     -35      11      17      -8      30     -28      -2     -19      31       9     -22      -7       3      24      19     -13     -25       7       8       3       0     -11      -8      20      -5     -13      -8      19       4      12       2     -27       6      -1     -11       3      -4       0       6       8      -1     -12       1      -8       0      19      13       0     -14      -4     -13       1       7      -1      13       3      -9     -10      -2       5       6       4      -6       2       5       0     -10     -13       0       7      13       6
      45      -6       6      -1      22       5      11     -12     -13     -11      20     -14       6      18       8       3      15     -19      -1       2      30       3       5     -27      16     -18       4      18      20      27     -47      11      38     -45      13      17     -25      30      19      -1     -34     -21       7      13      -6      50       1     -16     -24     -14      26      -9      -2      -4      16       7       7     -44      17      21      -4      -6      -8      13      25     -10       4      -7      19      -4     -17      -7       1      37      10      -3     -14     -18      -1      17      16       5       0       3       1     -15     -11       0      -5      17       0       0       0       6       6      -4       9     -21      -4      17      -4       3     -13      -3       0       5       7       1       0      -6      -3      -1       1       7      -2      -4       0      -5       0       2       0       3      -1       1       1       0       0      -4       3
      46      -6      -6       2       7       4     -47      21       8       7       3       0       6      -7     -15       5      -6       0       4      -8       9       0     -51      43      18      -5       4     -19       1       9     -38      16      13     -32       0      14       2      11     -11       7     -20      -4      36     -14     -13      -7     -25       8       3      30      22     -51       0      11       1     -24      40      -8      22     -12     -15      -9      12      29     -39       7      -3       0      41     -19     -12      10      20      -3     -24      -3      -8      16      26      -8       9     -30       4     -15       3      -5       6      20       6      10     -16      -1     -22      -2       6     -15       8       6      -2      -7       3       1      -2       4      -8      -6       6      -7       3       8      -1       2     -11      -1       1      -1       3       0       0       5       6      -7      -5       7      -1      -2      -2      -3       7
      47      -6      12      24     -20     -19      21       8       0       4      -9     -19      22       4     -13      19     -23      12       8      -8      16     -13      -4       7     -16      -6      20       9      -4     -25     -15      49      -3      10      15     -15      13       7     -65      20      17      19       4       1     -17     -12      10      40     -15       6     -18     -16      44      11      -6     -10      -1     -14       8     -23      43      -5      12     -21      -4      19      25      -9     -18      -8      13       3       8      -8     -20      37     -15      16      -9     -20      -3       0      23      -5       8      -8       7      -8     -14     -15       0       8       7       8      -8      -4       6       7       4      -3     -11      -1       1       4       5       3       0      -3      -6      -2       5      -2       4       4       1       3      -2      -5      -1       0      -8       2       0       1       7       0       1      -4      -4
      48       0      -5       5       6       3     -25       0      15       3      -5      13      -1      -9      -6      14      11      19     -30      -8       3      -1      22      41     -17      -9     -26     -11      28     -12      20       7     -10      10     -37      -3      25     -38      12      31     -15      -7     -23       0      14      -1      11      25     -33     -12     -12       5      11      -6      -1      -5      17      11       2       3       1     -23       0      -1      -4       6       8     -15       0       8      43     -43     -12      -1      16      23     -19     -10     -17      12      12      -8       9     -22       0      14     -10       0       0       2       0      -5      13      -1      14     -10     -22     -11      -4      15      21       2     -11     -12      -2      -3       3       9      -3      -2       2       0       0      -3      -2      -5       0       7       1       1      -3       0       1       0      -2       1       0       0       1
      49      32     -16     -22      13      39     -16       7      25      -1     -32       8       0      17       3     -24      -5      14      -8      28       0      -3     -21     -45      13      45     -13      34     -21     -21       6       0     -11      24     -50      28      22      10       0       7     -16       3      -4      17     -15       7       6     -23      -7      15      21      39     -22     -12       8     -15       8      -7     -15      -1      23      -7       6       8       6     -23      -7      10      -2      11     -10     -20      27      10      -5     -33     -17      24      20      10     -14     -28       0       0      21      -1     -12      -5      -8       2       9      -3       2     -21       1       2       3      13      -2      -8      -7      -5      -4       8      14     -11      -1       3       0       1       3      -7       1       0       0       4      -3       3      -1      -2       3      -2       4      -2       2       1      -2       0      -4
      50     -19       6      22     -15     -20      11     -12      -5      -6      14     -18       1      11      -5      -2      12     -28     -11      16      -6      15      15     -29     -19       6     -11       4      25       6       5     -37     -19      14      16      44     -21     -16     -25     -19      25      14     -45      33       3      18     -14       7     -29       7      -3       8     -16      28      -9     -16       3      12      15     -22      -4      12      -9       3      17     -18       7      10      -8     -27       5      12      12     -15     -26      -7      37       4     -25      -6      -8      11       5      -1     -20      -2       2      14      -1      -7       1     -12      12      -7       9      -4       6       2      -3       2     -13       6       6      -3       4       3      -8      -2       6      -4       2       2       1      -3      -1      -2       0       4       0       0      -7      -2       0      -1       4       3      -3       2       0
      51     -11     -20      28       4      -5       3      19      -5      -8      -9      42       0     -18       2      -3     -11       8      16      -8     -46      29      -2      17      35     -10       0     -27     -49      24      19       1      43       2     -29     -26     -12      10       8      13      26     -17      -3       1       0      -2     -13       7       7      -4      10       7     -51      -2      -3      33      16      21      -9     -18      -2     -10     -12      -4      -5      10       6       1      -5       4       0       0     -22      -7      26       7      18     -38      -9     -10      19      -1     -11       3     -10      15       8      -2       1       3     -15       3       7      -9      16     -10      -2       0       0      -4       8      15      -1      -7      -7       7       4      -9       0      -5       7       8      -2       0       7       0      -4       0      -6       0      13       0      -1       0      -1      -2       2       2       3
      52      20      -9      -1       3      -2     -23       4      11      14     -16     -25      -8       2       9      24     -39      26      12     -14      -1      24     -32     -18      -9      16      18       2     -23      17     -11      10     -20      -1       6       4     -13      29     -12      11     -11      -9      -2      14     -12     -17     -23      16      12      25      -6      -2       0      -5      29      22     -49     -34     -12       6      24      21       4       9      -7      -8     -15       9       3      -2       2       6     -18      15       4     -20     -15     -10      33      -6       5       0     -16      21       2      -6     -21      -8      -6       0      12       0       9       7       0     -10      -2      -7      12       7       1      -9      -8      -1       3       5       6       7       3       0      -6     -11       0      -1       0       3       8       0       3      -3      -8       2      -3       2       5      -1       0      -5     -11
      53       4      10      -1       0     -15      18      -7       0      12       7     -15      12      26     -22     -28      51       0     -10     -12      11     -17      13      11     -31     -19      24      -9      30      24     -25      -3      -6     -29      31       0      -9       7       1     -17     -24      28      -6       1      18       4       2      16     -23     -10     -35       4       8      25      -4     -14     -22      11      13      23       0     -12      -5     -37      16      22     -23      12     -19      -9      -1      30     -18       7       3     -10      10      14      17     -38       1      -8       7      17     -17      -4      -5      20       3      15       8      -2      -3     -14     -20      12      18       5       8       0     -13      -5      14       7       0       1      -7      -6       6       3      -8       2       7       2       0      -1      -7      -3       7       1       1      -5       0       0      -1       2       2       0       5
      54      10     -13     -20       3      19     -19      11      -7       0     -24       7      19      -5       4      -3     -14       1     -22       9      16       0      13       6       4      30     -19     -28     -10       0      11       7     -11      14       4     -20       9      16      -5       0       0      -1      -4      -5      11       4      -9     -23       6       7      -2      22       6      -7     -13     -19      31      39      -5      -7     -45      -3      10      -3      10      -4      -3       7      16      28     -27       2      -7      -6     -10      17      -6      -9      -2     -13      23       9      -6     -28      -2      32      23       1     -21     -19       3     -12       5       3       3      24      -7      -7      -1      -3       2       4       7      -3       2     -10      -2       3      -3       0       3      -2       0       1       0       3       3      -2      -6      -5       3       7       6      -2     -11      -5       0      11       7
      55       1      11       3       1      15       2     -17       8     -15       8      14      -8      -9     -12      15       4       2      27     -11     -31      10      14     -25     -17       8     -13       1       8       9       5     -20       2      36       0     -33       0      12     -23      -2       2      15       1       0     -18       0     -10      21      25      -6     -17      18      -6      -2     -24      12       9     -30       9     -12      -3      12      22      -5      20      -5      -2     -17     -13      13     -30       5       0       7      -1      21      -6      -3       5       7      -4      -3       3       4      14       3     -49       0      11      13      26      -2      -6       7      11      -2      -6       1     -18       8       7      -1       1      -4       0      10      12      -1      -8       0       3       5       0      -2      -6      -5       2      -1      -1       4       5       0       3      -3       0       2      -5       0      -7
      56       0      17       2     -27     -21      10      16      -8      19       9     -21      -4      10      12     -12      -3      -9     -15      23      16     -10     -24      -1      11       0      23      16     -15       1      10     -32       8       3     -17       5      16     -16       5       7       2      15      27     -40     -19      22      -8      10      16     -23       2     -13     -20       1      25      38     -24     -26       5      21       4       0      -1      -1     -23     -27      15     -18      22       3      -3      33       2       2     -19      -9      -4       6       2      -3      -2      -7       9       6       0      -8       2      23      18       0     -15     -13       2      -4       0      -5       0      19      -7       3       0      -2       8       2      -4     -12      -5      -7      10      12      -7      -3      -3      -2       2       4      -2       4       4       5      -2     -10      -9      -5       6       9       7      -1       0
      57       4      -8      -7      15      34      -5     -12     -11      -6       8       5       0       6     -15       0       3      23       8     -36      -3       3       4      19      10     -17     -21      13      -5     -13      -6      19       6      -8       1      10     -13       9      18      10     -32     -18      -3       1       7      28      18     -25     -43      10      30       5      24     -10     -26       6       2       6      21     -32      12     -27       9      15      -6       5      24       3       8      -1      -1      -8     -18       1      -3      25       1      -9     -13      17       8      18       6     -12     -19       5      12       1      -4     -14     -10       4      16      -1      -1       3       0      10      -2      -1     -15      -1      -7       3      14      -4       5       4      -7      -5      -4      -3       8       9      -3      -1       4      -5      -6      -7      -5       5       7      14       0      -8      -6      -3       3
      58      -9       8       2       1     -17      15       0     -18     -10      10       1       5      -3      17      -3      -5      -9       7      -3      -2       3       9      -6     -20       6      14     -14      11      -1       5      19      -2     -33      20      27      -5     -21      -4     -28       2      31      -5      13      -2      -9       2      11     -16      30     -10     -31      21       6     -19      -3      -6      14     -23      10      30      -3      11     -29       2       8      20     -24      11     -39       6     -19      12      33       0      -2      -4       6      13      12     -22     -21      -4      13       3      16       3     -21       0      10      19      11      -9     -18       8       7       0     -13     -10       2      10      12      -7      -6      -6      -3       4       4       1       5       0      -5     -11      -2       0       0       4      -2       0       5       2       0       0       1      -4      -5       3      -2       2
      59      -1      -2      10     -13      -5       1      21       0      13       7       0     -21      -6       0       5      -1       0      -5      -7       5      -1       9      13     -20      -2       7      18     -14      -9      14      -8     -13      14      -6     -25       3       9      21       9      13      -3      -9      -1       4     -21       3     -14      28      13     -29       8       8      -8       2      -4      17      22      -8       5      -2     -21      -6       9       6       0     -13      -6       3      21      41     -22      20     -17     -14      -5       0      10      -3     -18      -3       6      10      15       0      -4      -1      -2       3       4      -9     -12      -9      12       1      -4     -12      -8      12       4       1       1       1      -7       1      -6      -9      -4      -5       0       8       2      -7       1       6       7      -3      -6      -3      -4       4       3     -10      -5       0       4       5       8      -5
      60      34      -4     -29       9      23     -13     -26       8       5     -15       9      14       5     -12       0       6      10       0      12     -13       0     -10      -3      16       5     -16       8      -7     -10      13      15     -21      12       7       2      -9       5       2       2       1     -12     -33      11      -9      16       6      -4       6       5     -10       5      -8       3      22      -4      -8     -34     -19      25      -3       0       9       1      33     -25       1       4       3     -10       5     -26       4      -4       1       2       6       4     -14      12      22       7      -7     -23      -8       0      12       1       0     -18      -3       5      15      18     -11      -9       6       6       0      -6      -2     -12      -3      -5      -1      14       6      12       4      -9      -5      -1      -3       0       1      -7      -2      12       1      -2       1     -11       3       1       6       6      -6      -4      -4
      61      -2       2      -4       2      -1      11     -11      -3       9       0      -5     -10      -2      12       6       8     -20      -8       9       9     -15      -5       4      15     -14     -12       8      15       2     -10      -8       9      -8       4      21      -4     -20      -5      -9     -11       6      25      10       6       9     -13      -7      -7       2       0       4     -35      34       2     -15       3       5       4      13     -11      21      -8       0     -21      -9      10       3       0     -21       4       6      20     -21      26     -13       3       0     -10       3       5     -22     -14       8      13       1       4      -1       1      11       3     -11      -8      -7     -12       4       0       1       0      -7       5      -4      12       2       1      -2      -8      -8      -5      -2       3      10      12      -1     -11      -5      -2      10       1      -5       0       0       8       1       0       0      -9       0       1
      62      -5     -12      13     -12       2      17       7     -20      -3       3      20     -20     -13      11      10     -16       0       1      14       0      12      -6       1      17     -10       4      11     -20      10      -7      12       6      -5      -2       0      -4       7       6      11       6     -19       6       6     -19     -10       3       4     -11      -6      28       0      -1      11     -15      -9       1      23       9     -11     -12       6     -24       4       4      11      18      -5       0       3       4       0      -6      -4       6     -12       0      -3      11      -6     -15       5      13      19      12     -35       0      -3      11      -3       0      -5      -2       4      -2       4      -6       0      11       7       3      -3      -2      -7      -1       3      -3      -1       4       1       5      -1      -6      -7       9      13       0      -5      -5      -6       6       6      -3      -7      -2      -1       5      11      -1
      63      17      14      -1       0     -13     -11      -2       3      -3       7       3      -3      -2      10       9     -28      -8      16       4     -17      -3       3       0     -25       1      10     -10       0      14     -15       3      -2      -8       8      15     -21       9      -5       8     -12      -9      12       7     -11     -24      -7      55     -10       0      -1      -1      -6       1     -21       4       0       8       1     -13     -10      12      -3      22      -2      10     -12     -10      12     -16      -6      -8       1      11      14     -16      -1      -3      14      -1       2      16     -10     -14     -13       0      15      -1      -9     -20       7      16       1      -2       0       2       5       1     -10     -13      -3     -15       4       9       4       0       7       0       3      -4      -7      -2      -1       5       2      -3      -9      -3       7       7       1      -2      -2       1       5       3       2     -10      -6
      64       3      -3      -2      -2       1       2      11      -8      -2      11      -6      -5       5     -10      -1      18      13      -9       3      -4      -5      10      18      -9      -3      15       1       0      -4      -8      20       5      -2      -3     -10       5     -10       2      24      -2       0       6     -21       0      16      13       0     -10     -28     -14      17      16      -3       4      19     -26       3     -12      10      16      14      -9       7      -9      -8     -32      12       6      13       6      13      -2      -9      -2       4       5      -1       3     -19       0       1     -17      -3      20       7      12     -14      -2      -2      14       0      -7      -1     -13      -1      -5       1       0      14      14       6      -2      -5      -4      -2       6      -4      -5       0       3      -1      12       4      -5       0       6      -4       5       0     -11       4       2       0      -3      -1       0       5      15
      65       5      -6      -8       4      19     -11      -5       9       6     -11     -19      11       9     -13      11      -5      -2     -14       0      11       0      -7      -1       4      11     -27       0      15     -19       5      10     -20       8      -3      12      10      12     -25      -4     -10      -2       2       0       3       9      -6       0     -22      19      -2       1      -3      -4      12       0       0      -3      -5      -2      -5       9     -13       0      12       3       1      16     -15      -9      13       2      -3     -16      -8      14       6       2      -8       3       1      10       3       0      -7       4     -26      -3      26       1       0     -22      -6       6      25       1      -6       0       0      -1       0      -7      -1       0       5       3      -8      -5       2       8       4      11       1      -8      -9     -11       8       5       5      -1      -2      -3      -1       4       5       4      -2      -7       0
      66      -9       7       1       1       8      -1     -12       4      -6      -4      15       4     -11       1      19      -1     -20       5       2       0       2       0     -10       0      15       0      -4       7      -4      -1      -7      18       7     -29      -6      26     -13      -4       0       0      23      -8       1      10      -4     -10      -9      -3       5      26      10     -30      -7     -13      14      -1      27      -3       0     -11       0       0      -9      -7      21       3      -5     -11      10     -24      -3       5       4      18      -7     -19      -9      18      15       0     -14      -3     -13      -4      12      -1      11       2      -7     -11       8      14      -1      -5      -3       1      19      -2     -19     -15       3      13       6       8      -7       0       4       4       3      -6      -8      -7       1       7       4      -1     -12      -4      11      12       5      -4     -10      -9       1       2       0      -3
      67       3       6      15     -18     -18       5      17      -4      -2       5       9      -4      -9       6      -3     -10       6       6      11       0     -10      -9       2       2      -5       0      12      -7      15       2     -32       7      26     -15       4      -3      -7       1       7      26      -1     -17      -4      -2     -12       0       6      22       3     -13      -1       7     -15      12       6     -14     -10      11       1     -13      16      16       6     -29      -5      -6      -1      16       7     -22       5      10      15      -5       2       0      -5      -9      -7     -11       8      15      11       0       0     -10       1     -11       0      14       2       6     -21      -9       3       4      -3      -1       8       5       8      -2      -8      -2      -1       1       3      -8      -3      -1       0       1       4       8       5       5      -2       0      -8     -13      -8       9      10       1       2      -1       3       0
      68       7      -8     -10      11       0      -6      -1       5       5      -5      -7      -4       7      -7       2       6      -5      -8      -1      -3      13       3       4      -6      -5       0      -2      -9       2       0       9       3     -14       1       9     -12      17       5     -19     -11       3     -33      25       5       6      13      -4     -12     -10     -17       2      14      14      -9      10     -11      -8       2       4       1     -13      21      -1       0       3     -10       0       6       3      10      12     -19     -18     -16       0      29       9      -2      -8       0      -1       4      10     -14       1      -3       5      -3      10     -14       0       2       6      17       1     -13     -13       8      16       5      -3     -11     -12       0       5       7       2       3       2      -1       4       0      -3      -7      -9      -3       9       6      -2       0      -3       2       7       4      -4      -6      -1      -7
      69      -6     -12       4      22       1       8      -1       0      -3      -3      -4      12       3       0     -11      14       1       2      -1      -7      -9      -2       1      10      -6      10       1      11       0     -14      -4       8     -19      15      14      -5       0      -2      -1      15     -11       9       5       1       2      -9     -16      20      15     -13      -6      -7       8       9      -2       3       7     -18      20       1      -5     -15      -7      -8      17      11       6     -13     -10       0      -3       4       4      -5       9      -4     -17      16       7      10      -5     -23      -8      -8      13      15       1      -4       4      -5      -4       1      -1      -7       2       6       0       4     -12     -18       6       7      15       1      -2     -14      -4       6       4       4      -5      -7      -2      -5       4      10      -1      -8      -2       8       6      -3      -3      -4      -4      -1       2       0
      70       0       7      10     -22     -15       6      10     -11       0      -3       1       1      15       0     -11     -12      11      -8      -9      12      11      -9      -3       9      12      -4      -9      -4     -12       4      22       0       1      -1     -19      11      13     -20      -4       7      -5      10       5      -5      -8      -9     -13      17       1      11       7      -4      -6     -15      -7      23      -5      -7       0       2       1       9      -3      14      -4      -8      -8     -17      17      12      -9       2       9       4       6      -5     -13       4      -8      -3      -4      18      20      11       6     -18     -17      -7      13       7       8      -8       1      -6      -1      19      -4      -9      -4       3       5       4      -2     -14       4       4       3       0      -9      -5       0       0       9      10       4       0      -5     -11      -2       4      -3      -7       0       0       3      11       4       4
      71       3       3      -4       5       0      -8      -5      17      -4      -4       4       3      -1       0      -1       0      -4       0       5       8       4       2     -11     -15       0      -6       0      19      18       0     -10     -12       7       0      -6      -2       0      -7      14       0       4      -3     -14       9       4     -19      19       9     -14       6       5      -8       4     -11      -9      11       0       5      22     -10      -3     -10       5       6     -16       3      -2       0      18      -5      -9      -4      -5       5     -10       2       9      -6     -12       8       4       5     -10     -13     -12       3      14      11       1      -9     -10      -7      11       6       2      -4     -11      -2      11      12      -6     -14       5      -3       5      -1      -6      -4       5      11       2       5      -5      -3      -8     -14       1      10       6       1       4      -2       3      -1     -11      -2       2      -2
      72      -5      -2      -3       9       2     -16      11      15       0      -9      -1       0     -13       0       0      16       6      -1      -4      -5     -17      -3       9      15       6      -2       3      -5     -11      10     -12      -4       9       0      -5      15       1       9      -1     -21       3      13     -12       8       4       6       9       8     -13     -21     -10      14       9       9      20      -2     -13       1     -12       2      11      -8       5     -13      -8      19      13      -4      -1     -13       2      -1       1       8      -5       5       0      -8       9      15     -13      -5      -5      15       0       2       8      -6      -1       2       3      -1       3      -5     -15       2      13      11       0      -9     -15       1      12       0      -1      -7       6       2       6      -6     -10       0      -3       1       4      10       2       0      -7     -11       4       8       0      -2       0       0       0       1
      73      -6       2      12      -4       3       4      -9     -13       4       6      -1       1      21     -16     -13       3       6      -4      -6      -9       8      -6       5      19      -1     -14       4     -13     -11       6       2       7       5       7      -5     -23       3      17     -10      -9       9     -11      -8      11      13       2     -13     -33       8      16      -6      24       2     -13      -8     -19       5       7      -9      -2      -2       4      18       0      -1       4      -8       0     -15      -2      12      -4       4       0     -13       7       0      -3       5      -6     -11       8       8       7     -14       3      -8      -6      -4       0       3      -3       1       6       6       0      -2     -10     -21      10      16      11      -3     -12      -5       5      10      -7     -10      -8       3      16       8       2      -6      -7      -7      -2       7       3       1      -6     -12       0      10       9      -1      -2
      74      -1       7      -4      -1      -7       7       5      -7      -8      -1       3      11       3       9      -3      -7      -4      11      -9       0      13       7      -4     -16      -7       8       5       8      19      -6      -6      10     -18      -8      12       0      -8      -1      -9       3      22      21      -5     -18     -23       2      13       7      17       4     -14     -12     -12      -3       0       2      29       0      -4      20      -1     -17       0     -21       7      -5       5       2      -9       7      13       4       4      -8      -2      -2       0      13     -12       1       7      -3     -14       3      -1      16       9      -3      -4       0       4      -1       0      -1      -3     -10       0       7       5       9      -3     -14      -8      11       7      -6      -2      -5       8      13       3     -11     -17      -1       0      16       3      -4       0      -4       8       3       3      -1      -8      -4      -2       5
